dataset,batch_size,learning_rate,momentum,weight_decay,gamma,decay_period,gpu,epochs,seed,k,model,use_project_head,norm_type,save_feat,sampling_size,select_size,attack_epoch,interpolate,classifier,property,attack_feat,begin_range,end_range,target_num,aligned,use_MR,act_weight,use_LR,defense,d_para,d_para2,out_para,defend_scope,defend_side,adaptive_noise,norm_threshold,sigma_low,sigma_high,sigma_alpha,curriculum,warmup_epochs,val_ratio,n_seeds,log_norms,out_csv,device,accuracy,auc,precision,recall,gnd_frac,pred_frac,used_time
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6749,3
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6611,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6554,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6727,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6623,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6611,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6723,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6687,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6631,3
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6761,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6574,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6621,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6415,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6761,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6543,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6604,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6636,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8386,0.8865,0.7042,0.5664,0.6635,0.6525,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6889,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.5590,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6883,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6659,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6747,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6146,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6887,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6505,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6571,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8368,0.8880,0.7133,0.5367,0.6635,0.6811,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6599,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6630,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6677,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6754,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6576,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6423,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6545,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6510,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6608,12
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8915,0.7199,0.5439,0.6635,0.6473,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6967,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.5868,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6821,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.7167,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6861,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.5859,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6863,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6771,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6568,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8903,0.7175,0.5367,0.6635,0.6530,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6724,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6525,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6800,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6618,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6591,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6561,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6800,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6591,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6624,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.2,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8359,0.8880,0.6983,0.5592,0.6635,0.6610,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4772,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4443,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4616,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4921,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4727,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4602,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4599,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4941,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4795,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8332,0.8819,0.6886,0.5592,0.4965,0.4758,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8256,0.8792,0.6518,0.5892,0.4965,0.4857,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8256,0.8792,0.6518,0.5892,0.4965,0.5047,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8256,0.8792,0.6518,0.5892,0.4965,0.4860,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8256,0.8792,0.6518,0.5892,0.4965,0.4980,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8256,0.8792,0.6518,0.5892,0.4965,0.4851,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,withdraw,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8256,0.8792,0.6518,0.5892,0.4965,0.4669,8
